,demographics_term,student_ID,course_prefix,course_number,course_suffix,course_credits,course_grade_letter,demographics_race,demographics_sex,major_term,term_earliest,major_term_earliest
159,201508,159,CHEM,1211,K,4.0,C,Z,F,0000,201108.0,0000
160,201508,160,CHEM,1211,K,4.0,B,W,F,0000,201108.0,0000
161,201508,161,CHEM,1211,K,4.0,B,Z,M,BIO,201108.0,BIO
162,201508,162,CHEM,1211,K,4.0,A,W,F,CHM,201108.0,CHM
163,201508,163,CHEM,1211,K,4.0,C+,,F,BIO,201108.0,BIO
164,201508,164,CHEM,1211,K,4.0,B,Z,M,PHY,201108.0,PHY
165,201508,165,CHEM,1211,K,4.0,F,B,F,BIO,201108.0,BIO
166,201508,166,CHEM,1211,K,4.0,C-,,F,BIO,201108.0,BIO
167,201508,167,CHEM,1211,K,4.0,B,W,M,BIO,201108.0,BIO
168,201508,168,CHEM,1211,K,4.0,I,W,M,BIO,201108.0,BIO
169,201508,169,CHEM,1211,K,4.0,A-,B,M,CHM,201108.0,CHM
170,201508,170,CHEM,1211,K,4.0,B+,B,M,BIO,201108.0,BIO
171,201508,171,CHEM,1211,K,4.0,B+,B,F,BIO,201108.0,BIO
172,201508,172,CHEM,1211,K,4.0,B,B,M,BIO,201108.0,BIO
173,201508,173,CHEM,1211,K,4.0,B,Z,F,BIO,201108.0,BIO
174,201508,174,CHEM,1211,K,4.0,B+,W,F,BIO,201108.0,BIO
175,201508,175,CHEM,1211,K,4.0,A,Z,F,0000,201108.0,0000
176,201508,176,CHEM,1211,K,4.0,B-,Z,M,BIO,201108.0,BIO
177,201508,177,CHEM,1211,K,4.0,B,BI,M,CHM,201108.0,CHM
178,201508,178,CHEM,1211,K,4.0,A,Z,F,BIO,201108.0,BIO
179,201508,179,CHEM,1211,K,4.0,A-,Z,M,PHY,201108.0,PHY
180,201508,180,CHEM,1211,K,4.0,A+,B,M,BIO,201108.0,BIO
181,201508,181,CHEM,1211,K,4.0,I,B,F,BIO,201108.0,BIO
182,201508,182,CHEM,1211,K,4.0,B+,B,F,0000,201108.0,0000
183,201508,183,CHEM,1211,K,4.0,F,B,F,0000,201108.0,0000
184,201508,184,CHEM,1211,K,4.0,D,B,F,BIO,201108.0,BIO
185,201508,185,CHEM,1211,K,4.0,B,B,M,BIO,201108.0,BIO
186,201508,186,CHEM,1211,K,4.0,A+,Z,M,CHM,201108.0,CHM
187,201508,187,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
188,201508,188,CHEM,1211,K,4.0,A+,Z,M,BIO,201108.0,BIO
189,201508,189,CHEM,1211,K,4.0,A+,,M,CHM,201108.0,CHM
190,201508,190,CHEM,1211,K,4.0,A,W,M,BIO,201108.0,BIO
191,201508,191,CHEM,1211,K,4.0,B+,Z,F,BIO,201108.0,BIO
192,201508,192,CHEM,1211,K,4.0,W,W,F,CHM,201108.0,CHM
193,201508,193,CHEM,1211,K,4.0,A-,B,F,BIO,201108.0,BIO
194,201508,194,CHEM,1211,K,4.0,A-,Z,M,BIO,201108.0,BIO
195,201508,195,CHEM,1211,K,4.0,C+,Z,M,CHM,201108.0,CHM
196,201508,196,CHEM,2400,,4.0,F,B,F,BIO,201108.0,BIO
197,201508,197,CHEM,1211,K,4.0,A-,B,M,BIO,201108.0,BIO
198,201508,198,CHEM,1211,K,4.0,B+,W,M,BIO,201108.0,BIO
199,201508,199,CHEM,1211,K,4.0,B,W,F,BIO,201108.0,BIO
200,201508,200,CHEM,1211,K,4.0,A,W,M,0000,201108.0,0000
201,201508,201,CHEM,1211,K,4.0,C-,B,F,BIO,201108.0,BIO
202,201508,202,CHEM,1211,K,4.0,C+,B,M,BIO,201108.0,BIO
203,201508,203,CHEM,1211,K,4.0,F,B,M,PSY,201108.0,PSY
204,201508,204,CHEM,1211,K,4.0,A+,W,M,0000,201108.0,0000
205,201508,205,CHEM,1211,K,4.0,B-,B,M,BIO,201108.0,BIO
206,201508,206,CHEM,1211,K,4.0,C,W,F,CHM,201108.0,CHM
207,201508,207,CHEM,1211,K,4.0,A,W,M,BIO,201108.0,BIO
208,201508,208,CHEM,1212,K,4.0,D,B,M,BIO,201108.0,BIO
209,201508,209,CHEM,1211,K,4.0,B,Z,M,0000,201108.0,0000
210,201508,210,CHEM,1211,K,4.0,B+,B,F,BIO,201108.0,BIO
211,201508,211,CHEM,1211,K,4.0,B-,Z,F,0000,201108.0,0000
212,201508,212,CHEM,1211,K,4.0,C-,Z,M,0000,201108.0,0000
213,201508,213,CHEM,1211,K,4.0,A+,W,F,CHM,201108.0,CHM
214,201508,214,CHEM,1211,K,4.0,B+,W,M,BIO,201108.0,BIO
215,201508,215,CHEM,1211,K,4.0,B-,Z,F,BIO,201108.0,BIO
216,201508,216,CHEM,1211,K,4.0,A+,IPWZ,M,BIO,201108.0,BIO
217,201508,217,CHEM,1211,K,4.0,C-,W,M,BIO,201108.0,BIO
218,201508,218,CHEM,1211,K,4.0,C+,W,M,PHY,201108.0,PHY
219,201508,219,CHEM,1211,K,4.0,A,,F,BIO,201108.0,BIO
220,201508,220,CHEM,1211,K,4.0,B+,W,M,BIO,201108.0,BIO
221,201508,221,CHEM,1211,K,4.0,B+,W,M,BIO,201108.0,BIO
222,201508,222,CHEM,1211,K,4.0,W,B,M,0000,201108.0,0000
223,201508,223,CHEM,1211,K,4.0,B,W,F,IDS,201108.0,IDS
224,201508,224,CHEM,2400,,4.0,B,Z,M,BIO,201108.0,BIO
225,201508,225,CHEM,1211,K,4.0,A+,W,M,BIO,201108.0,BIO
226,201508,226,CHEM,1211,K,4.0,B+,B,F,BIO,201108.0,BIO
227,201508,227,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
228,201508,228,CHEM,1211,K,4.0,F,W,M,BIO,201108.0,BIO
229,201508,229,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
230,201508,230,CHEM,1211,K,4.0,A,Z,M,CHM,201108.0,CHM
231,201508,231,CHEM,1211,K,4.0,B,W,F,PSY,201108.0,PSY
232,201508,232,CHEM,1211,K,4.0,B,PWZ,F,BIO,201108.0,BIO
233,201508,233,CHEM,2400,,4.0,I,W,F,BIO,201108.0,BIO
234,201508,234,CHEM,1211,K,4.0,B,B,F,CHM,201108.0,CHM
235,201508,235,CHEM,2400,,4.0,W,B,F,0000,201108.0,0000
236,201508,236,CHEM,1211,K,4.0,C,W,M,CHM,201108.0,CHM
237,201508,237,CHEM,1211,K,4.0,A-,B,F,MTH,201108.0,MTH
238,201508,238,CHEM,1211,K,4.0,B,W,M,0000,201108.0,0000
239,201508,239,CHEM,1211,K,4.0,A,W,M,BIO,201108.0,BIO
240,201508,240,CHEM,1211,K,4.0,A,Z,M,CSC,201108.0,CSC
241,201508,241,CHEM,1211,K,4.0,C-,W,M,BIO,201108.0,BIO
242,201508,242,CHEM,1211,K,4.0,C+,Z,M,BIO,201108.0,BIO
243,201508,243,CHEM,1211,K,4.0,A,Z,M,BIO,201108.0,BIO
244,201508,244,CHEM,1211,K,4.0,F,W,M,CHM,201108.0,CHM
245,201508,245,CHEM,1211,K,4.0,A-,W,M,BUE,201108.0,BUE
246,201508,246,CHEM,1211,K,4.0,B,W,M,PHY,201108.0,PHY
247,201508,247,CHEM,2400,,4.0,A+,,F,BIO,201108.0,BIO
248,201508,248,CHEM,2400,,4.0,W,B,F,BIO,201108.0,BIO
249,201508,249,CHEM,1211,K,4.0,W,W,M,CHM,201108.0,CHM
250,201508,250,CHEM,1211,K,4.0,B-,Z,M,BIO,201108.0,BIO
251,201508,251,CHEM,1211,K,4.0,B-,Z,M,0000,201108.0,0000
252,201508,252,CHEM,1211,K,4.0,I,B,F,BIO,201108.0,BIO
253,201508,253,CHEM,1211,K,4.0,B,B,F,CHM,201108.0,CHM
254,201508,254,CHEM,1211,K,4.0,B,B,F,CHM,201108.0,CHM
255,201508,255,CHEM,2400,,4.0,B+,B,F,SPCM,201108.0,SPCM
256,201508,256,CHEM,1211,K,4.0,A,Z,F,0000,201108.0,0000
257,201508,257,CHEM,2400,,4.0,C,Z,M,BIO,201108.0,BIO
258,201508,258,CHEM,1211,K,4.0,A-,B,M,BIO,201108.0,BIO
259,201508,259,CHEM,1211,K,4.0,B-,WZ,M,0000,201108.0,0000
260,201508,260,CHEM,1211,K,4.0,A-,B,M,BIO,201108.0,BIO
261,201508,261,CHEM,1212,K,4.0,W,B,M,BIO,201108.0,BIO
262,201508,262,CHEM,1211,K,4.0,A-,B,F,0000,201108.0,0000
263,201508,263,CHEM,1211,K,4.0,F,W,F,BIO,201108.0,BIO
264,201508,264,CHEM,1212,K,4.0,A,W,F,BIO,201108.0,BIO
265,201508,265,CHEM,1211,K,4.0,B,W,M,0000,201108.0,0000
266,201508,266,CHEM,1211,K,4.0,A,W,F,NUR,201108.0,NUR
267,201508,267,CHEM,1211,K,4.0,A-,WZ,M,0000,201108.0,0000
268,201508,268,CHEM,1211,K,4.0,A,,M,0000,201108.0,0000
269,201508,269,CHEM,2400,,4.0,B+,W,M,BIO,201108.0,BIO
270,201508,270,CHEM,1211,K,4.0,B,B,F,CHM,201108.0,CHM
271,201508,271,CHEM,1211,K,4.0,B+,,F,BIO,201108.0,BIO
272,201508,272,CHEM,1211,K,4.0,A,B,M,CHM,201108.0,CHM
273,201508,273,CHEM,1211,K,4.0,C,W,F,BIO,201108.0,BIO
274,201508,274,CHEM,1212,K,4.0,C+,W,F,0000,201108.0,0000
275,201508,275,CHEM,1211,K,4.0,A+,B,F,PSY,201108.0,PSY
276,201508,276,CHEM,2400,,4.0,C,Z,F,CHM,201108.0,CHM
277,201508,277,CHEM,2400,,4.0,A,W,M,0000,201108.0,0000
278,201508,278,CHEM,1211,K,4.0,F,W,M,NEUR,201108.0,NEUR
279,201508,279,CHEM,2400,,4.0,C+,,M,BIO,201108.0,BIO
280,201508,280,CHEM,2400,,4.0,B+,B,F,CHM,201108.0,CHM
281,201508,281,CHEM,2400,,4.0,A+,,F,BIO,201108.0,BIO
282,201508,282,CHEM,2400,,4.0,A,Z,F,REL,201108.0,REL
283,201508,283,CHEM,2400,,4.0,W,B,F,BIO,201108.0,BIO
284,201508,284,CHEM,1211,K,4.0,B+,W,F,0000,201108.0,0000
285,201508,285,CHEM,1211,K,4.0,A+,B,F,CHM,201108.0,CHM
286,201508,286,CHEM,1212,K,4.0,W,W,F,0000,201108.0,0000
287,201508,287,CHEM,1211,K,4.0,A+,W,F,BIO,201108.0,BIO
288,201508,288,CHEM,1211,K,4.0,C,B,M,CHM,201108.0,CHM
289,201508,289,CHEM,2400,,4.0,A+,W,M,0000,201108.0,0000
290,201508,289,CHEM,1211,K,4.0,A+,W,M,0000,201108.0,0000
291,201508,290,CHEM,2400,,4.0,A+,W,M,CHM,201108.0,CHM
292,201508,291,CHEM,2400,,4.0,B-,B,M,BIO,201108.0,BIO
293,201508,292,CHEM,1211,K,4.0,C+,W,F,NUR,201108.0,NUR
294,201508,293,CHEM,2400,,4.0,W,B,F,CHM,201108.0,CHM
295,201508,294,CHEM,2400,,4.0,W,W,M,BIO,201108.0,BIO
296,201508,295,CHEM,2400,,4.0,C,B,F,NTR,201108.0,NTR
297,201508,296,CHEM,1211,K,4.0,A+,W,M,0000,201108.0,0000
298,201601,297,CHEM,1211,K,4.0,W,B,F,BIO,201201.0,BIO
299,201601,298,CHEM,2400,,4.0,B,Z,M,0000,201201.0,0000
300,201601,299,CHEM,1212,K,4.0,B,B,F,BIO,201108.0,BIO
301,201601,300,CHEM,1211,K,4.0,C+,BW,F,CHM,201201.0,CHM
302,201601,301,CHEM,1212,K,4.0,W,W,F,0000,201201.0,0000
303,201601,301,CHEM,1211,K,4.0,I,W,F,0000,201201.0,0000
304,201601,4,CHEM,1212,K,4.0,W,B,M,BIO,201108.0,BIO
305,201601,5,CHEM,1212,K,4.0,A+,W,F,NUR,201108.0,NUR
306,201601,302,CHEM,1212,K,4.0,F,B,F,BIO,201108.0,BIO
307,201601,303,CHEM,1211,K,4.0,A,W,M,0000,201108.0,0000
308,201601,11,CHEM,1212,K,4.0,B,W,M,PSY,201108.0,PSY
309,201601,304,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
310,201601,305,CHEM,1211,K,4.0,I,B,M,BIO,201108.0,BIO
311,201601,12,CHEM,1211,K,4.0,C-,B,M,BIO,201108.0,BIO
312,201601,306,CHEM,1211,K,4.0,B,W,F,IDS,201108.0,IDS
313,201601,307,CHEM,2400,,4.0,C,B,M,BIO,201108.0,BIO
314,201601,14,CHEM,1212,K,4.0,A+,,M,BIO,201108.0,BIO
315,201601,308,CHEM,2400,,4.0,C+,W,F,CHM,201201.0,CHM
316,201601,15,CHEM,1212,K,4.0,B+,Z,M,SOC,201108.0,CHM
317,201601,309,CHEM,1211,K,4.0,B-,W,M,PSY,201108.0,PSY
318,201601,310,CHEM,1212,K,4.0,B-,B,F,BIO,201108.0,BIO
319,201601,311,CHEM,1211,K,4.0,C-,B,F,BIO,201108.0,BIO
320,201601,312,CHEM,1211,K,4.0,B-,B,F,RTP,201108.0,RTP
321,201601,19,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
322,201601,20,CHEM,1212,K,4.0,W,B,M,BIO,201108.0,BIO
323,201601,313,CHEM,2400,,4.0,A,Z,M,BIO,201108.0,BIO
324,201601,314,CHEM,1212,K,4.0,W,,M,CHM,201108.0,CHM
325,201601,315,CHEM,1212,K,4.0,W,W,M,BIO,201108.0,BIO
326,201601,25,CHEM,1212,K,4.0,W,W,F,PSY,201108.0,PSY
327,201601,316,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
328,201601,317,CHEM,2400,,4.0,A,Z,F,PSY,201201.0,PSY
329,201601,318,CHEM,1212,K,4.0,A,IP,M,BIO,201108.0,BIO
330,201601,27,CHEM,2400,,4.0,B,Z,F,BIO,201108.0,BIO
331,201601,29,CHEM,1212,K,4.0,C-,,M,BIO,201108.0,BIO
332,201601,29,CHEM,2400,,4.0,F,,M,BIO,201108.0,BIO
333,201601,319,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
334,201601,320,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
335,201601,321,CHEM,2400,,4.0,B,B,M,BIO,201108.0,BIO
336,201601,322,CHEM,1212,K,4.0,F,B,F,BIO,201108.0,BIO
337,201601,323,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
338,201601,324,CHEM,2400,,4.0,C+,B,F,BIO,201108.0,BIO
339,201601,325,CHEM,1212,K,4.0,C,B,F,BIO,201108.0,BIO
340,201601,34,CHEM,2400,,4.0,B,Z,F,PSY,201108.0,BIO
341,201601,326,CHEM,1211,K,4.0,B,B,F,MTH,201108.0,MTH
342,201601,327,CHEM,1211,K,4.0,W,Z,F,BIO,201108.0,BIO
343,201601,37,CHEM,1212,K,4.0,C+,B,F,BIO,201108.0,BIO
